

1519639739.320348009  Node Startup
1519640150.518540019 INFO [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle_frame.cpp:184(__cxx11::string turtlesim::TurtleFrame::spawnTurtle) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Spawning turtle [turtle1] at x=[5,544445], y=[5,544445], theta=[0,000000]
1519640255.056040597 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=10,757690, y=-0,011974])
1519640258.047718057 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,559654])
1519640258.063325121 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,570214])
1519640258.079919682 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,580773])
1519640258.095520855 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,591333])
1519640258.112127337 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,601892])
1519640258.127753205 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,612452])
1519640258.143367507 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,623011])
1519640258.159928452 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,633571])
1519640258.175552214 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,644130])
1519640258.192234054 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,654690])
1519640258.207888686 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,100910, y=0,665249])
1519640263.856136811 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,660716])
1519640263.871913731 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,656184])
1519640263.887628700 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,651651])
1519640263.903333181 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,647119])
1519640263.920034154 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,642586])
1519640263.935723407 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,638053])
1519640263.951425114 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,633521])
1519640263.968085404 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,628988])
1519640263.983686969 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,624455])
1519640263.999351708 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,619923])
1519640264.015936200 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,615390])
1519640264.031560552 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,610858])
1519640264.048162164 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,606325])
1519640264.063792157 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,601792])
1519640264.079418335 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,597260])
1519640264.096037467 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,592727])
1519640264.111667793 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,588194])
1519640264.127324980 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,583662])
1519640264.144016229 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,579129])
1519640264.159633846 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,574597])
1519640264.175277023 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,570064])
1519640264.191918155 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,565531])
1519640264.207518763 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,560999])
1519640264.224122960 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,556466])
1519640264.239708055 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,551933])
1519640264.255370683 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,547401])
1519640264.272050683 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,542868])
1519640264.287761059 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,538336])
1519640264.303432774 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,533803])
1519640264.320138874 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,529270])
1519640264.335752595 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,524738])
1519640264.351459840 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,520205])
1519640264.368149589 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,515672])
1519640264.383886965 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,511140])
1519640264.399587833 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,506607])
1519640264.415317681 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,502075])
1519640264.431955048 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,497542])
1519640264.447565984 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,493009])
1519640264.464172503 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,488477])
1519640264.479842465 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,483944])
1519640264.495437821 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,479411])
1519640264.512007472 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,474879])
1519640264.527614644 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,470346])
1519640264.543239334 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,465814])
1519640264.559881878 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,461281])
1519640264.575540759 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,456748])
1519640264.592195222 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,452216])
1519640264.607832528 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,447683])
1519640264.623441490 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,443150])
1519640264.640015361 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,438618])
1519640264.655693824 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,434085])
1519640264.671390798 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,429553])
1519640264.688147366 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,425020])
1519640264.703846543 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,420487])
1519640264.719546069 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,415955])
1519640264.736243998 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,411422])
1519640264.751943301 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,406889])
1519640264.767624377 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,402357])
1519640264.783340589 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,397824])
1519640264.799962276 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,393291])
1519640264.815569581 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,388759])
1519640264.831223550 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,384226])
1519640264.847827789 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,379694])
1519640265.279510382 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,375161])
1519640265.295390855 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,370628])
1519640265.312041202 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,366096])
1519640265.328246073 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,361563])
1519640265.344165329 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,357030])
1519640265.359974565 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,352498])
1519640265.375669121 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,347965])
1519640265.391339425 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,343433])
1519640265.407977756 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,338900])
1519640265.423632144 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,334367])
1519640265.439302151 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,329835])
1519640265.455989387 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,325302])
1519640265.471589906 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,320769])
1519640265.488247047 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,316237])
1519640265.503940836 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,311704])
1519640265.519638433 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,307172])
1519640265.535341989 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,302639])
1519640265.552034179 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,298106])
1519640265.567750707 WARN [/tmp/binarydeb/ros-kinetic-turtlesim-0.7.1/src/turtle.cpp:162(Turtle::update) [topics: /rosout, /turtle1/pose, /turtle1/color_sensor] Oh no! I hit the wall! (Clamping from [x=11,104234, y=0,293574])
